UID        PID  PPID  C STIME TTY          TIME CMD
root      9057  8549  0 16:24 ?        00:00:00 sshd: voyeurs [priv]
voyeurs   9059  9057  0 16:24 ?        00:00:00 sshd: voyeurs@pts/3
voyeurs   9060  9059  0 16:24 pts/3    00:00:00 -bash
root     10128  1193  0 16:36 ?        00:00:00 /bin/sh
root     10175  1193  0 16:39 ?        00:00:00 /bin/sh
root     10181  1193  0 16:40 ?        00:00:00 /bin/sh
root     10194  1193  0 16:40 ?        00:00:00 /bin/sh
root     10260  1193  0 16:41 ?        00:00:00 /bin/sh
root     10266  1193  0 16:41 ?        00:00:00 /bin/sh
root     10317  1193  0 16:43 ?        00:00:00 /bin/sh
root     10434  9060  0 16:48 pts/3    00:00:00 sudo -i
root     10435 10434  0 16:48 pts/3    00:00:00 -bash
root     10595  8549  0 16:50 ?        00:00:00 sshd: voyeurs [priv]
voyeurs  10598 10595  0 16:50 ?        00:00:00 sshd: voyeurs@pts/4
root     10674 10435  0 16:50 pts/3    00:00:00 nano /etc/passwd
root     10686     1  0 16:50 ?        00:00:00 sleep 10
voyeurs  10754 10598  0 16:50 pts/4    00:00:00 /bin/sh -c sudo -H -S -n -u root /bin/sh -c 'echo BECOME-SUCCESS-qteqxwpvhhbtdefxpnnfqtgnpxuhsicz; /usr/bin/python /home/voyeurs/.ansible/tmp/ansible-tmp-1572036665.5717504-37322760746482/AnsiballZ_command.py' && sleep 0
root     10759 10754  0 16:50 pts/4    00:00:00 sudo -H -S -n -u root /bin/sh -c echo BECOME-SUCCESS-qteqxwpvhhbtdefxpnnfqtgnpxuhsicz; /usr/bin/python /home/voyeurs/.ansible/tmp/ansible-tmp-1572036665.5717504-37322760746482/AnsiballZ_command.py
root     10760 10759  0 16:50 pts/4    00:00:00 /bin/sh -c echo BECOME-SUCCESS-qteqxwpvhhbtdefxpnnfqtgnpxuhsicz; /usr/bin/python /home/voyeurs/.ansible/tmp/ansible-tmp-1572036665.5717504-37322760746482/AnsiballZ_command.py
root     10761 10760 14 16:50 pts/4    00:00:00 /usr/bin/python /home/voyeurs/.ansible/tmp/ansible-tmp-1572036665.5717504-37322760746482/AnsiballZ_command.py
root     10762 10761  2 16:50 pts/4    00:00:00 ps -ef
root     20340  1533  0 09:12 tty1     00:00:00 -bash
root     20359     1  2 09:12 ?        00:09:53 morepipe
